number,lot,href,start_price
Торги № 2767-ОАОФ,( лот 9 ),https://tbankrot.ru/item?id=5332563,71143648.36
Торги № 2767-ОАОФ,( лот 7 ),https://tbankrot.ru/item?id=5332561,14265854.66
Торги № 2767-ОАОФ,( лот 5 ),https://tbankrot.ru/item?id=5332559,21300300.0
Торги № ОАОФЦП-92348,( лот 1 ),https://tbankrot.ru/item?id=5332436,53107129.99
Торги № 10204-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5332368,30934254.66
Торги № 30860-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5332358,261000000.0
Торги № 114519-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5332244,15157932.84
Торги № 960000241220,( лот 1 ),https://tbankrot.ru/item?id=5331946,82980000.0
Торги № 960000241221,( лот 1 ),https://tbankrot.ru/item?id=5331945,81484004.22
Торги № 114487-МЭТС,( лот 3 ),https://tbankrot.ru/item?id=5331856,279442361.25
Торги № 23000003530000000111,( лот 2 ),https://tbankrot.ru/item?id=5331828,20171796.25
Торги № 23000003530000000111,( лот 1 ),https://tbankrot.ru/item?id=5331827,15270264.45
Торги № 2671-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5331801,264253642.16
Торги № ОАОФЦП-14724,( лот 1 ),https://tbankrot.ru/item?id=5331479,11021550.0
Торги № ОАОФЦП-92265,( лот 3 ),https://tbankrot.ru/item?id=5331379,55352889.0
Торги № 960000241105,( лот 1 ),https://tbankrot.ru/item?id=5331058,533475000.0
Торги № 960000241105,( лот 2 ),https://tbankrot.ru/item?id=5331056,63454635.24
Торги № 960000241105,( лот 3 ),https://tbankrot.ru/item?id=5331054,395131437.0
Торги № 960000241110,( лот 1 ),https://tbankrot.ru/item?id=5331037,21620640.06
Торги № 960000241111,( лот 1 ),https://tbankrot.ru/item?id=5331034,48358861.8
Торги № 960000241097,( лот 1 ),https://tbankrot.ru/item?id=5330579,35235000.0
Торги № СТПБ-1650-28,( лот 28 ),https://tbankrot.ru/item?id=5329808,28888410.95
Торги № СТПБ-1650-30,( лот 30 ),https://tbankrot.ru/item?id=5329803,13300655.25
Торги № СТПБ-1650-31,( лот 31 ),https://tbankrot.ru/item?id=5329802,44314874.01
Торги № 960000241068,( лот 1 ),https://tbankrot.ru/item?id=5329249,23370133.38
Торги № 960000241068,( лот 5 ),https://tbankrot.ru/item?id=5329248,714983830.91
Торги № 960000241068,( лот 2 ),https://tbankrot.ru/item?id=5329247,23916940.95
Торги № 960000241068,( лот 4 ),https://tbankrot.ru/item?id=5329246,24087010.74
Торги № 960000241068,( лот 3 ),https://tbankrot.ru/item?id=5329245,462277734.43
Торги № 960000241074,( лот 5 ),https://tbankrot.ru/item?id=5329240,16200000.0
Торги № ОАОФЦП-77146,( лот 17 ),https://tbankrot.ru/item?id=5328701,49428323.43
Торги № ОАОФЦП-77146,( лот 19 ),https://tbankrot.ru/item?id=5328703,79443709.78
Торги № ОАОФЦП-77146,( лот 15 ),https://tbankrot.ru/item?id=5328699,224372485.86
Торги № ОАОФЦП-77146,( лот 20 ),https://tbankrot.ru/item?id=5328704,18880097.47
Торги № ОАОФЦП-77146,( лот 21 ),https://tbankrot.ru/item?id=5328705,11924952.65
Торги № ОАОФЦП-77146,( лот 18 ),https://tbankrot.ru/item?id=5328702,34584025.94
Торги № ОАОФЦП-77146,( лот 28 ),https://tbankrot.ru/item?id=5328712,17314442.3
Торги № ОАОФЦП-77146,( лот 16 ),https://tbankrot.ru/item?id=5328700,197936684.78
Торги № ОАОФЦП-77146,( лот 14 ),https://tbankrot.ru/item?id=5328698,537166860.15
Торги № ОАОФЦП-77146,( лот 12 ),https://tbankrot.ru/item?id=5328696,289086352.56
Торги № ОАОФЦП-77146,( лот 10 ),https://tbankrot.ru/item?id=5328694,25764571.54
Торги № ОАОФЦП-77146,( лот 13 ),https://tbankrot.ru/item?id=5328697,103858407.75
Торги № ОАОФЦП-77146,( лот 11 ),https://tbankrot.ru/item?id=5328695,93505721.44
Торги № ОАОФЦП-77146,( лот 9 ),https://tbankrot.ru/item?id=5328693,58794004.73
Торги № ОАОФЦП-77146,( лот 8 ),https://tbankrot.ru/item?id=5328692,265301049.28
Торги № ОАОФЦП-77146,( лот 7 ),https://tbankrot.ru/item?id=5328691,332732966.91
Торги № ОАОФЦП-77146,( лот 5 ),https://tbankrot.ru/item?id=5328689,322185840.87
Торги № ОАОФЦП-77146,( лот 3 ),https://tbankrot.ru/item?id=5328687,149713546.35
Торги № ОАОФЦП-77146,( лот 6 ),https://tbankrot.ru/item?id=5328690,153119200.98
Торги № ОАОФЦП-77146,( лот 4 ),https://tbankrot.ru/item?id=5328688,175541712.79
Торги № ОАОФЦП-77146,( лот 2 ),https://tbankrot.ru/item?id=5328686,494478959.16
Торги № ОАОФЦП-77146,( лот 1 ),https://tbankrot.ru/item?id=5328685,1119738060.72
Торги № 166837,( лот 1 ),https://tbankrot.ru/item?id=5328580,11664000.0
Торги № 960000241046,( лот 1 ),https://tbankrot.ru/item?id=5328366,115850829.42
Торги № 167094,( лот 1 ),https://tbankrot.ru/item?id=5327043,92239579.82
Торги № 167488,( лот 1 ),https://tbankrot.ru/item?id=5326159,23248800.0
Торги № 167489,( лот 1 ),https://tbankrot.ru/item?id=5326158,12965100.0
Торги № 167490,( лот 1 ),https://tbankrot.ru/item?id=5326157,17183800.0
Торги № ОАОФЦП-78078,( лот 3 ),https://tbankrot.ru/item?id=5326131,32350174.78
Торги № ОАОФЦП-78078,( лот 2 ),https://tbankrot.ru/item?id=5326130,10830070.74
Торги № ОАОФЦП-78078,( лот 1 ),https://tbankrot.ru/item?id=5326129,20379031.62
Торги № ОАОФЦП-92043,( лот 5 ),https://tbankrot.ru/item?id=5325788,67163796.77
Торги № 114257-МЭТС,( лот 12 ),https://tbankrot.ru/item?id=5324963,45699595.2
Торги № 960000240643,( лот 9 ),https://tbankrot.ru/item?id=5323540,89980318.41
Торги № 960000240644,( лот 12 ),https://tbankrot.ru/item?id=5323539,38656313.99
Торги № 960000240680,( лот 2 ),https://tbankrot.ru/item?id=5323538,102069653.2
Торги № 2668-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5323158,166045719.57
Торги № ОАОФЦП-519,( лот 6 ),https://tbankrot.ru/item?id=5321673,625912074.9
Торги № ОАОФЦП-519,( лот 5 ),https://tbankrot.ru/item?id=5321672,1507818184.88
Торги № ОАОФЦП-519,( лот 4 ),https://tbankrot.ru/item?id=5321671,1193303781.9
Торги № ОАОФЦП-519,( лот 3 ),https://tbankrot.ru/item?id=5321670,2154005668.07
Торги № ОАОФЦП-519,( лот 2 ),https://tbankrot.ru/item?id=5321669,2704681230.5
Торги № 2766-ОТПП,( лот 1206 ),https://tbankrot.ru/item?id=5321157,10075793.04
Торги № 960000240742,( лот 3 ),https://tbankrot.ru/item?id=5321118,20660541.47
Торги № 960000240742,( лот 5 ),https://tbankrot.ru/item?id=5321113,14615799.11
Торги № 960000240742,( лот 2 ),https://tbankrot.ru/item?id=5321111,1125850687.67
Торги № 960000240781,( лот 1 ),https://tbankrot.ru/item?id=5321108,36658994.18
Торги № 960000240781,( лот 2 ),https://tbankrot.ru/item?id=5321106,67500000.0
Торги № 166588,( лот 1 ),https://tbankrot.ru/item?id=5320860,12083000.0
Торги № ПП-20998,( лот 275 ),https://tbankrot.ru/item?id=5320526,120000000.0
Торги № ПП-20998,( лот 273 ),https://tbankrot.ru/item?id=5320524,18685000.0
Торги № ПП-20998,( лот 274 ),https://tbankrot.ru/item?id=5320525,198779409.3
Торги № ПП-20998,( лот 272 ),https://tbankrot.ru/item?id=5320523,59327427.57
Торги № ПП-20998,( лот 270 ),https://tbankrot.ru/item?id=5320521,257700743.73
Торги № ПП-20998,( лот 269 ),https://tbankrot.ru/item?id=5320520,74785598.76
Торги № ПП-20998,( лот 268 ),https://tbankrot.ru/item?id=5320519,39470414.35
Торги № 960000240721,( лот 2 ),https://tbankrot.ru/item?id=5320485,78776761.04
Торги № ПП-91659,( лот 1 ),https://tbankrot.ru/item?id=5320413,2073469368.98
Торги № 2664-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5320106,348675923.49
Торги № 5966-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5320035,32852241.49
Торги № ПП-78070,( лот 1 ),https://tbankrot.ru/item?id=5319711,49993369.06
Торги № 114034-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5318723,80000000.0
Торги № 114034-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5318722,16000000.0
Торги № 960000240637,( лот 3 ),https://tbankrot.ru/item?id=5317535,38488161.09
Торги № 960000240638,( лот 13 ),https://tbankrot.ru/item?id=5317523,57011223.35
Торги № 960000240638,( лот 7 ),https://tbankrot.ru/item?id=5317521,11981294.2
Торги № 960000240639,( лот 11 ),https://tbankrot.ru/item?id=5317429,12824022.56
Торги № 960000240642,( лот 2 ),https://tbankrot.ru/item?id=5317426,54416511.65
Торги № 960000240642,( лот 10 ),https://tbankrot.ru/item?id=5317424,1311142577.59
Торги № ОАОФЦП-77159,( лот 1 ),https://tbankrot.ru/item?id=5317272,112924399.4
Торги № 960000240609,( лот 1 ),https://tbankrot.ru/item?id=5316701,686756729.52
Торги № 960000240619,( лот 1 ),https://tbankrot.ru/item?id=5316666,184664709.98
Торги № ПП-515,( лот 1 ),https://tbankrot.ru/item?id=5316572,127693272.92
Торги № 960000240602,( лот 10 ),https://tbankrot.ru/item?id=5316212,23624156.9
Торги № 960000240602,( лот 11 ),https://tbankrot.ru/item?id=5316209,70991460.72
Торги № 960000240602,( лот 9 ),https://tbankrot.ru/item?id=5316208,57616836.01
Торги № 960000240602,( лот 8 ),https://tbankrot.ru/item?id=5316207,64675149.08
Торги № 960000240602,( лот 7 ),https://tbankrot.ru/item?id=5316204,72677908.62
Торги № 960000240589,( лот 2 ),https://tbankrot.ru/item?id=5315843,95180542.91
Торги № 960000240563,( лот 3 ),https://tbankrot.ru/item?id=5315607,80966214.66
Торги № 960000240563,( лот 1 ),https://tbankrot.ru/item?id=5315603,118350791.15
Торги № 960000240563,( лот 4 ),https://tbankrot.ru/item?id=5315592,108738359.28
Торги № 960000240563,( лот 5 ),https://tbankrot.ru/item?id=5315588,40846714.11
Торги № 960000240563,( лот 6 ),https://tbankrot.ru/item?id=5315585,10921710.94
Торги № 960000240563,( лот 7 ),https://tbankrot.ru/item?id=5315584,27738724.29
Торги № 960000240518,( лот 1 ),https://tbankrot.ru/item?id=5314422,14283000.0
Торги № ПП-91386,( лот 1 ),https://tbankrot.ru/item?id=5313593,16162660.43
Торги № ПП-91386,( лот 2 ),https://tbankrot.ru/item?id=5313594,64781198.08
Торги № 30207-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5313212,301547122.54
Торги № 113682-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5311531,109146087.0
Торги № 113682-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5311530,133650000.0
Торги № 113659-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5311226,27194697.0
Торги № 960000239722,( лот 140 ),https://tbankrot.ru/item?id=5310433,63515266.46
Торги № 960000240025,( лот 2 ),https://tbankrot.ru/item?id=5310422,31979000.9
Торги № 960000240105,( лот 2 ),https://tbankrot.ru/item?id=5310285,17072648.55
Торги № 5608-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5310229,31748082.67
Торги № 113588-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5309990,195820958.56
Торги № 2761-ОТПП,( лот 6 ),https://tbankrot.ru/item?id=5309805,94484491.93
Торги № 2761-ОТПП,( лот 3 ),https://tbankrot.ru/item?id=5309802,23610775.32
Торги № ПП-7227,( лот 2 ),https://tbankrot.ru/item?id=5309424,17250074.76
Торги № 9732-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5309171,16821695.65
Торги № 1248-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5308357,369816892.9
Торги № 1248-ОТПП,( лот 20 ),https://tbankrot.ru/item?id=5308323,51623564.06
Торги № 1248-ОТПП,( лот 22 ),https://tbankrot.ru/item?id=5308316,53019945.0
Торги № 5603-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5307354,77291029.62
Торги № 30240-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5307037,306304794.54
Торги № 166298,( лот 1 ),https://tbankrot.ru/item?id=5306981,47881540.07
Торги № 960000240107,( лот 10 ),https://tbankrot.ru/item?id=5306419,17419140.0
Торги № 960000240107,( лот 5 ),https://tbankrot.ru/item?id=5306417,10815840.0
Торги № 960000240107,( лот 7 ),https://tbankrot.ru/item?id=5306416,10815840.0
Торги № 960000240107,( лот 4 ),https://tbankrot.ru/item?id=5306413,10815840.0
Торги № 29164-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5305775,465244939.85
Торги № 960000240077,( лот 20 ),https://tbankrot.ru/item?id=5305580,270000000.0
Торги № 960000240077,( лот 19 ),https://tbankrot.ru/item?id=5305579,248940000.0
Торги № 960000240077,( лот 18 ),https://tbankrot.ru/item?id=5305578,242100000.0
Торги № 960000240077,( лот 16 ),https://tbankrot.ru/item?id=5305575,209520000.0
Торги № 960000240077,( лот 15 ),https://tbankrot.ru/item?id=5305574,189216000.0
Торги № 960000240077,( лот 14 ),https://tbankrot.ru/item?id=5305573,197748000.0
Торги № 960000240077,( лот 13 ),https://tbankrot.ru/item?id=5305572,204930000.0
Торги № 960000240077,( лот 11 ),https://tbankrot.ru/item?id=5305570,506700000.0
Торги № 960000240077,( лот 10 ),https://tbankrot.ru/item?id=5305569,246240000.0
Торги № 960000240077,( лот 9 ),https://tbankrot.ru/item?id=5305568,293760000.0
Торги № 960000240077,( лот 6 ),https://tbankrot.ru/item?id=5305565,240300000.0
Торги № 960000240077,( лот 7 ),https://tbankrot.ru/item?id=5305564,284580000.0
Торги № 960000240078,( лот 5 ),https://tbankrot.ru/item?id=5305562,77058147.95
Торги № 960000240079,( лот 2 ),https://tbankrot.ru/item?id=5305557,19488681.35
Торги № 960000240079,( лот 1 ),https://tbankrot.ru/item?id=5305556,11855628.59
Торги № 10156-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5305046,761421457.12
Торги № ПП-9838,( лот 3 ),https://tbankrot.ru/item?id=5304989,10588268.54
Торги № СТПБ-1636-1,( лот 1 ),https://tbankrot.ru/item?id=5304669,123962011.32
Торги № 10826-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5304323,14728510.0
Торги № 960000239931,( лот 18 ),https://tbankrot.ru/item?id=5303356,182338049.47
Торги № 960000239941,( лот 24 ),https://tbankrot.ru/item?id=5303343,3244923649.58
Торги № 960000239941,( лот 23 ),https://tbankrot.ru/item?id=5303342,4509476051.94
Торги № 960000239941,( лот 22 ),https://tbankrot.ru/item?id=5303341,3184985542.57
Торги № 960000239927,( лот 10 ),https://tbankrot.ru/item?id=5303130,304857103.07
Торги № 960000239927,( лот 8 ),https://tbankrot.ru/item?id=5303126,150080067.27
Торги № 960000239927,( лот 5 ),https://tbankrot.ru/item?id=5303120,48509346.41
Торги № 960000239927,( лот 4 ),https://tbankrot.ru/item?id=5303119,107023068.49
Торги № 960000239927,( лот 3 ),https://tbankrot.ru/item?id=5303118,56457592.77
Торги № 960000239927,( лот 1 ),https://tbankrot.ru/item?id=5303116,968332635.65
Торги № 11745,( лот 2 ),https://tbankrot.ru/item?id=5302946,31277090.74
Торги № 960000239878,( лот 1 ),https://tbankrot.ru/item?id=5302845,360615531.69
Торги № 960000239881,( лот 6 ),https://tbankrot.ru/item?id=5302832,67848779.34
Торги № 960000239881,( лот 5 ),https://tbankrot.ru/item?id=5302829,71856108.67
Торги № 960000239885,( лот 2 ),https://tbankrot.ru/item?id=5302815,33193444.26
Торги № 960000239888,( лот 5 ),https://tbankrot.ru/item?id=5302809,60613304.97
Торги № 10131-ОТПП,( лот 8 ),https://tbankrot.ru/item?id=5302609,11079000.0
Торги № 960000239868,( лот 21 ),https://tbankrot.ru/item?id=5302305,14177961.92
Торги № 960000239868,( лот 20 ),https://tbankrot.ru/item?id=5302304,44440654.5
Торги № 960000239868,( лот 19 ),https://tbankrot.ru/item?id=5302303,64982835.0
Торги № 960000239868,( лот 18 ),https://tbankrot.ru/item?id=5302302,44231040.0
Торги № 960000239868,( лот 17 ),https://tbankrot.ru/item?id=5302301,13703848.27
Торги № 960000239868,( лот 16 ),https://tbankrot.ru/item?id=5302300,74620395.31
Торги № 960000239868,( лот 15 ),https://tbankrot.ru/item?id=5302299,47717456.5
Торги № 960000239868,( лот 14 ),https://tbankrot.ru/item?id=5302298,127172499.8
Торги № 960000239868,( лот 13 ),https://tbankrot.ru/item?id=5302297,17953774.35
Торги № 960000239868,( лот 12 ),https://tbankrot.ru/item?id=5302296,58442603.1
Торги № 960000239868,( лот 11 ),https://tbankrot.ru/item?id=5302295,18962810.25
Торги № 960000239868,( лот 10 ),https://tbankrot.ru/item?id=5302294,22952584.37
Торги № ОАЗФЦП-90970,( лот 1 ),https://tbankrot.ru/item?id=5301241,21000000.0
Торги № ПИ303118,( лот 1 ),https://tbankrot.ru/item?id=5300229,48491000.0
Торги № 29905-ОТПП,( лот 3 ),https://tbankrot.ru/item?id=5296801,14798864.0
Торги № 113173-МЭТС,( лот 3 ),https://tbankrot.ru/item?id=5296557,12108741.0
Торги № 960000239609,( лот 2 ),https://tbankrot.ru/item?id=5295954,117679340.01
Торги № 960000239637,( лот 12 ),https://tbankrot.ru/item?id=5295938,80262000.0
Торги № 10143-ОТПП,( лот 12 ),https://tbankrot.ru/item?id=5295300,15016500.0
Торги № 10143-ОТПП,( лот 10 ),https://tbankrot.ru/item?id=5295298,18283500.0
Торги № ПП-90600,( лот 2 ),https://tbankrot.ru/item?id=5294145,10266000.0
Торги № 29740-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5293836,14146303.71
Торги № 11738,( лот 1 ),https://tbankrot.ru/item?id=5293394,86987685.95
Торги № 113043-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5293010,36000000.0
Торги № 113043-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5293009,12472200.0
Торги № 113039-МЭТС,( лот 43 ),https://tbankrot.ru/item?id=5292903,13076043.3
Торги № СТПБ-1628-1,( лот 1 ),https://tbankrot.ru/item?id=5292426,17304849.64
Торги № ПП-3635,( лот 1 ),https://tbankrot.ru/item?id=5291970,17175069.21
Торги № SBR013-2303230020-0,( лот 2 ),https://tbankrot.ru/item?id=5291817,19409227.86
Торги № 960000239686,( лот 11 ),https://tbankrot.ru/item?id=5291756,23568978.65
Торги № 960000239686,( лот 2 ),https://tbankrot.ru/item?id=5291739,491175669.78
Торги № 960000239665,( лот 10 ),https://tbankrot.ru/item?id=5291486,88697196.51
Торги № 960000239658,( лот 4 ),https://tbankrot.ru/item?id=5291087,250063155.82
Торги № 960000239658,( лот 3 ),https://tbankrot.ru/item?id=5291085,151123519.56
Торги № 960000239658,( лот 2 ),https://tbankrot.ru/item?id=5291083,256369808.21
Торги № 960000239661,( лот 2 ),https://tbankrot.ru/item?id=5291069,95069451.6
Торги № 960000239624,( лот 22 ),https://tbankrot.ru/item?id=5290487,87300000.0
Торги № 960000239626,( лот 18 ),https://tbankrot.ru/item?id=5289938,26093665.61
Торги № 960000239626,( лот 17 ),https://tbankrot.ru/item?id=5289936,30186000.0
Торги № 960000239626,( лот 16 ),https://tbankrot.ru/item?id=5289935,36417888.0
Торги № 960000239626,( лот 15 ),https://tbankrot.ru/item?id=5289934,33456150.0
Торги № 960000239626,( лот 14 ),https://tbankrot.ru/item?id=5289931,40248000.0
Торги № 960000239626,( лот 9 ),https://tbankrot.ru/item?id=5289929,50310000.0
Торги № 960000239626,( лот 8 ),https://tbankrot.ru/item?id=5289928,50310000.0
Торги № 960000239626,( лот 7 ),https://tbankrot.ru/item?id=5289927,50310000.0
Торги № 960000239634,( лот 20 ),https://tbankrot.ru/item?id=5289732,24400350.0
Торги № 960000239634,( лот 19 ),https://tbankrot.ru/item?id=5289731,24651900.0
Торги № 960000239634,( лот 6 ),https://tbankrot.ru/item?id=5289722,37350000.0
Торги № 960000239634,( лот 10 ),https://tbankrot.ru/item?id=5289718,57290251.38
Торги № 960000239634,( лот 11 ),https://tbankrot.ru/item?id=5289716,49664584.97
Торги № 960000239632,( лот 4 ),https://tbankrot.ru/item?id=5289683,20439411.94
Торги № 960000239598,( лот 14 ),https://tbankrot.ru/item?id=5287685,91160198.06
Торги № 960000239598,( лот 13 ),https://tbankrot.ru/item?id=5287684,17312178.83
Торги № 960000239598,( лот 12 ),https://tbankrot.ru/item?id=5287683,49435873.16
Торги № 960000239598,( лот 9 ),https://tbankrot.ru/item?id=5287682,28377991.43
Торги № 960000239598,( лот 4 ),https://tbankrot.ru/item?id=5287677,37822949.28
Торги № 960000239598,( лот 10 ),https://tbankrot.ru/item?id=5287676,10744887.52
Торги № 960000239428,( лот 3 ),https://tbankrot.ru/item?id=5278334,10800180.0
Торги № ПП-13360,( лот 2 ),https://tbankrot.ru/item?id=5278318,77577057.57
Торги № ПП-13360,( лот 1 ),https://tbankrot.ru/item?id=5278316,40117167.55
Торги № 960000239429,( лот 4 ),https://tbankrot.ru/item?id=5274719,1172368737.41
Торги № 960000239429,( лот 2 ),https://tbankrot.ru/item?id=5274718,16023435.42
Торги № ПП-89818,( лот 1 ),https://tbankrot.ru/item?id=5274679,26052775.52
Торги № 960000239358,( лот 1 ),https://tbankrot.ru/item?id=5273480,499474371.4
Торги № ПП-27366,( лот 2 ),https://tbankrot.ru/item?id=5272698,43528689.72
Торги № ПП-499,( лот 4 ),https://tbankrot.ru/item?id=5271835,778315023.56
Торги № ПП-499,( лот 3 ),https://tbankrot.ru/item?id=5271834,176678150.3
Торги № 960000239200,( лот 1 ),https://tbankrot.ru/item?id=5271712,204582033.68
Торги № 960000239100,( лот 1 ),https://tbankrot.ru/item?id=5271470,24699474.89
Торги № 960000239140,( лот 4 ),https://tbankrot.ru/item?id=5271465,12714937.29
Торги № 112293-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5271194,67886845.94
Торги № 960000238982,( лот 3 ),https://tbankrot.ru/item?id=5270576,161406628.77
Торги № 960000239000,( лот 10 ),https://tbankrot.ru/item?id=5270570,21921414.77
Торги № 112271-МЭТС,( лот 4 ),https://tbankrot.ru/item?id=5270500,98144217.0
Торги № 112141-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5266390,13433080.41
Торги № ПП-7194,( лот 1 ),https://tbankrot.ru/item?id=5263840,14382900.0
Торги № 960000238581,( лот 13 ),https://tbankrot.ru/item?id=5263254,16781435.3
Торги № 960000238606,( лот 6 ),https://tbankrot.ru/item?id=5263248,213392682.89
Торги № 163420,( лот 1 ),https://tbankrot.ru/item?id=5260282,17624510.41
Торги № 960000238732,( лот 1 ),https://tbankrot.ru/item?id=5259430,287034045.59
Торги № 960000238712,( лот 9 ),https://tbankrot.ru/item?id=5258620,153308860.66
Торги № 22000183810000000005,( лот 14 ),https://tbankrot.ru/item?id=5257843,10394650.0
Торги № 960000238524,( лот 1 ),https://tbankrot.ru/item?id=5256658,62113997.93
Торги № 960000238610,( лот 3 ),https://tbankrot.ru/item?id=5256323,26588119.66
Торги № 960000238603,( лот 22 ),https://tbankrot.ru/item?id=5256059,47243111.06
Торги № 960000238603,( лот 21 ),https://tbankrot.ru/item?id=5256058,17620020.0
Торги № 960000238603,( лот 18 ),https://tbankrot.ru/item?id=5256055,32218609.2
Торги № 960000238603,( лот 16 ),https://tbankrot.ru/item?id=5256053,17601657.54
Торги № 960000238603,( лот 15 ),https://tbankrot.ru/item?id=5256052,20059793.39
Торги № 960000238585,( лот 21 ),https://tbankrot.ru/item?id=5255834,115292048.95
Торги № 960000238585,( лот 20 ),https://tbankrot.ru/item?id=5255828,13565192.6
Торги № 960000238585,( лот 15 ),https://tbankrot.ru/item?id=5255808,11658736.96
Торги № 960000238585,( лот 14 ),https://tbankrot.ru/item?id=5255805,23592305.73
Торги № 960000238585,( лот 10 ),https://tbankrot.ru/item?id=5255794,68767320.65
Торги № 960000238585,( лот 9 ),https://tbankrot.ru/item?id=5255793,22096019.68
Торги № 960000238585,( лот 8 ),https://tbankrot.ru/item?id=5255791,21405223.55
Торги № 960000238541,( лот 3 ),https://tbankrot.ru/item?id=5255483,14850000.0
Торги № ПП-57201,( лот 1 ),https://tbankrot.ru/item?id=5254613,44898659.87
Торги № SBR013-2303060012-0,( лот 3 ),https://tbankrot.ru/item?id=5253981,22672800.0
Торги № 5534-ОТПП,( лот 6 ),https://tbankrot.ru/item?id=5252921,32400000.0
Торги № ПП-13026,( лот 1 ),https://tbankrot.ru/item?id=5249428,40981071.73
Торги № ПП-77410,( лот 1 ),https://tbankrot.ru/item?id=5247594,33705345.62
Торги № 2738-ОТПП,( лот 1141 ),https://tbankrot.ru/item?id=5246916,360728197.07
Торги № 2738-ОТПП,( лот 1150 ),https://tbankrot.ru/item?id=5246925,206542938.95
Торги № 100000556,( лот 1 ),https://tbankrot.ru/item?id=5245828,39097277.0
Торги № 960000238261,( лот 8 ),https://tbankrot.ru/item?id=5244086,13185761.8
Торги № 960000238261,( лот 6 ),https://tbankrot.ru/item?id=5244085,29782201.91
Торги № 960000238261,( лот 5 ),https://tbankrot.ru/item?id=5244083,21810673.0
Торги № 960000238265,( лот 1 ),https://tbankrot.ru/item?id=5244052,23840371.34
Торги № ОАОФЦП-27186,( лот 3 ),https://tbankrot.ru/item?id=5243231,20383684.5
Торги № ПП-34899,( лот 1 ),https://tbankrot.ru/item?id=5243060,27104575.55
Торги № 960000238234,( лот 4 ),https://tbankrot.ru/item?id=5242700,387629303.67
Торги № 111046-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5238609,205841322.77
Торги № 23000003530000000059,( лот 1 ),https://tbankrot.ru/item?id=5237544,17965017.0
Торги № 162121,( лот 1 ),https://tbankrot.ru/item?id=5237328,18131500.0
Торги № ПП-20773,( лот 1 ),https://tbankrot.ru/item?id=5232996,38300012.1
Торги № 960000238024,( лот 1 ),https://tbankrot.ru/item?id=5232169,150588000.0
Торги № 960000237920,( лот 1 ),https://tbankrot.ru/item?id=5228029,97054503.3
Торги № 9418-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5226707,11207532.84
Торги № 960000237680,( лот 2 ),https://tbankrot.ru/item?id=5225272,42527844.79
Торги № 960000237680,( лот 3 ),https://tbankrot.ru/item?id=5225273,17499381.42
Торги № 960000237680,( лот 1 ),https://tbankrot.ru/item?id=5225271,61259582.3
Торги № 960000237468,( лот 1 ),https://tbankrot.ru/item?id=5214552,88413493.61
Торги № 006978,( лот 1 ),https://tbankrot.ru/item?id=5213460,38915850.57
Торги № 960000237427,( лот 10 ),https://tbankrot.ru/item?id=5213297,10127379.9
Торги № 960000237427,( лот 8 ),https://tbankrot.ru/item?id=5213296,104242516.15
Торги № 960000237429,( лот 1 ),https://tbankrot.ru/item?id=5213295,188753171.63
Торги № 5268636,( лот 1 ),https://tbankrot.ru/item?id=5205214,19996500.0
Торги № 5268636,( лот 2 ),https://tbankrot.ru/item?id=5205213,89509080.0
Торги № 109969-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5204854,31500000.0
Торги № 960000236959,( лот 2 ),https://tbankrot.ru/item?id=5203691,26288644.41
Торги № ПП-86010,( лот 1 ),https://tbankrot.ru/item?id=5201098,32741982.95
Торги № 960000236991,( лот 4 ),https://tbankrot.ru/item?id=5198285,13823985.8
Торги № 2619-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5192706,126994521.18
Торги № 960000236886,( лот 3 ),https://tbankrot.ru/item?id=5192267,30411042.03
